業態コード,業態名称,営業部コード,営業部名称,店舗コード,店舗名称,営業日,曜日,曜日区分,店休,天候,最高気温,最低気温,売上分類,売上実績,売上月次予算,売上予算比,売上累計予算比,売上前年,売上前年比,客数実績,組数実績,客数客単価,客数回転数,客数月次予算,客数予算比,客数前年,客数前年比,仕入月次予算,仕入実績,売上仕入率,累計仕入率,人件費月次予算,人件費実績,売上人件費率,累計人件費率,売上FL率,累計FL率,労働時間,人時売上,廃棄額,売上廃棄率,イベント
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/01,月,平日,,晴,20.0,10.0,計,306898,550000,0.5580,0.5580,471074,0.6515,149,64,2059.7,1.69,275,0.5418,175,0.8514,0,108462,0.3534,0.3534,0,114213,0.3722,0.3722,0.7256,0.7256,5110,3603.5,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/02,火,平日,,晴,19.0,11.0,計,505240,600000,0.8421,0.7062,525667,0.9611,187,63,2701.8,2.13,300,0.6233,227,0.8238,0,161495,0.3196,0.3324,0,134235,0.2657,0.3059,0.5853,0.6383,6135,4941.2,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/03,水,平日,,曇,13.0,6.0,計,558850,600000,0.9314,0.7834,403977,1.3834,199,70,2808.3,2.26,300,0.6633,208,0.9567,0,87428,0.1564,0.2607,0,146407,0.2620,0.2880,0.4184,0.5487,6587,5090.5,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/04,木,平日,,晴,8.0,4.0,計,423423,550000,0.7699,0.7802,377272,1.1223,184,83,2301.2,2.09,275,0.6691,171,1.0760,0,64784,0.1530,0.2353,0,106435,0.2514,0.2794,0.4044,0.5146,4896,5189.0,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/05,金,平日,,晴,12.0,7.0,計,478916,550000,0.8708,0.7977,593189,0.8074,197,88,2431.0,2.24,275,0.7164,244,0.8074,0,149343,0.3118,0.2514,0,127329,0.2659,0.2765,0.5777,0.5279,5497,5227.4,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/06,土,土曜,,晴,12.0,3.0,計,714611,900000,0.7940,0.7968,1046887,0.6826,309,126,2312.7,3.51,450,0.6867,425,0.7271,0,302707,0.4236,0.2926,0,171491,0.2400,0.2678,0.6636,0.5604,7675,5586.5,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/07,日,日祝,,晴,16.0,5.0,計,636190,900000,0.7069,0.7794,735566,0.8649,287,114,2216.7,3.26,450,0.6378,369,0.7778,0,,0.0000,0.2412,0,141644,0.2226,0.2599,0.2226,0.5011,6492,5879.8,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/08,月,平日,,曇,16.0,7.0,計,377144,500000,0.7543,0.7769,478569,0.7881,173,70,2180.0,1.97,250,0.6920,191,0.9058,0,84009,0.2228,0.2395,0,114890,0.3046,0.2641,0.5274,0.5036,5372,4212.3,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/09,火,平日,,晴,13.0,8.0,計,687029,600000,1.1450,0.8154,517082,1.3287,251,91,2737.2,2.85,300,0.8367,211,1.1896,0,192761,0.2806,0.2455,0,155948,0.2270,0.2586,0.5076,0.5041,6785,6075.4,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2025/12/10,水,平日,,晴,14.0,5.0,計,438357,500000,0.8767,0.8203,433345,1.0116,188,71,2331.7,2.14,250,0.7520,196,0.9592,0,71260,0.1626,0.2384,0,119687,0.2730,0.2599,0.4356,0.4983,5194,5063.8,,0.0000,
