業態コード,業態名称,営業部コード,営業部名称,店舗コード,店舗名称,営業日,曜日,曜日区分,店休,天候,最高気温,最低気温,売上分類,売上実績,売上月次予算,売上予算比,売上累計予算比,売上前年,売上前年比,客数実績,組数実績,客数客単価,客数回転数,客数月次予算,客数予算比,客数前年,客数前年比,仕入月次予算,仕入実績,売上仕入率,累計仕入率,人件費月次予算,人件費実績,売上人件費率,累計人件費率,売上FL率,累計FL率,労働時間,人時売上,廃棄額,売上廃棄率,イベント
0001,千房直営,000003,第3エリア,057   ,ルミネ立川支店,2026/04/19,日,日祝,,晴,26.0,13.0,計,346100,350000,0.9889,0.9889,362451,0.9549,175,87,1977.7,3.98,176,0.9943,188,0.9309,0,,0.0000,0.0000,0,94805,0.2739,0.2739,0.2739,0.2739,4179,4969.1,,0.0000,
0001,千房直営,000002,第2エリア,059   ,あべのキューズモール支店,2026/04/19,日,日祝,,曇,24.0,16.0,計,340107,420000,0.8098,0.8098,416528,0.8165,199,86,1709.1,3.98,233,0.8541,247,0.8057,0,,0.0000,0.0000,0,95733,0.2815,0.2815,0.2815,0.2815,4377,4662.2,,0.0000,
0001,千房直営,000003,第3エリア,064   ,ヨドバシHD池袋ビル支店,2026/04/19,日,日祝,,晴,24.0,14.0,計,206822,320000,0.6463,0.6463,242538,0.8527,101,45,2047.7,2.89,218,0.4633,129,0.7829,68160,,0.0000,0.0000,0,72922,0.3526,0.3526,0.3526,0.3526,3247,3821.8,,0.0000,
0001,千房直営,000002,第2エリア,065   ,名代JO-TERRACE OSAKA店,2026/04/19,日,日祝,,曇,25.0,17.0,計,388325,400000,0.9708,0.9708,291150,1.3338,212,91,1831.7,3.66,210,1.0095,170,1.2471,0,,0.0000,0.0000,0,65271,0.1681,0.1681,0.1681,0.1681,2992,7787.3,,0.0000,ヨルシカ
0001,千房直営,000003,第3エリア,066   ,セレオ八王子支店,2026/04/19,日,日祝,,晴,26.0,12.0,計,183208,210000,0.8724,0.8724,255769,0.7163,88,46,2081.9,2.32,112,0.7857,126,0.6984,0,,0.0000,0.0000,0,66030,0.3604,0.3604,0.3604,0.3604,2979,3690.0,,0.0000,
0001,千房直営,000002,第2エリア,067   ,ららぽーと名古屋みなとアクルス店,2026/04/19,日,日祝,,曇,24.0,15.0,計,348296,400000,0.8707,0.8707,419638,0.8300,201,86,1732.8,3.59,238,0.8445,284,0.7077,0,7480,0.0215,0.0215,0,104395,0.2997,0.2997,0.3212,0.3212,4774,4377.4,,0.0000,
0001,千房直営,000003,第3エリア,068   ,舞 イクスピアリ店,2026/04/19,日,日祝,,晴,24.0,15.0,計,544315,600000,0.9072,0.9072,511784,1.0636,283,110,1923.4,5.44,300,0.9433,276,1.0254,0,,0.0000,0.0000,0,127103,0.2335,0.2335,0.2335,0.2335,5130,6366.3,,0.0000,
0001,千房直営,000003,第3エリア,069   ,有明ガーデン支店,2026/04/19,日,日祝,,晴,24.0,15.0,計,594428,550000,1.0808,1.0808,410693,1.4474,265,127,2243.1,5.41,257,1.0311,217,1.2212,90200,,0.0000,0.0000,0,119979,0.2018,0.2018,0.2018,0.2018,5015,7111.8,,0.0000,
0001,千房直営,000002,第2エリア,071   ,イオンモール各務原インター支店,2026/04/19,日,日祝,,晴,24.0,14.0,計,130399,210000,0.6209,0.6209,219411,0.5943,86,39,1516.3,1.83,144,0.5972,145,0.5931,0,7480,0.0574,0.0574,0,55574,0.4262,0.4262,0.4835,0.4835,2780,2814.4,,0.0000,
0001,千房直営,600000,本社,1000  ,本社,2026/04/19,日,日祝,,曇,25.0,17.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0001,千房直営,000004,第4エリア,101   ,ぷれじでんと南本店,2026/04/19,日,日祝,,曇,25.0,17.0,計,,0,,,,,,,,0,0,,,,0,,,,0,0,,,,,0,,,,
0001,千房直営,000004,第4エリア,102   ,ぷれじでんと北店,2026/04/19,日,日祝,,曇,25.0,16.0,計,,0,,,,,,,,0,0,,,,0,,,,0,0,,,,,0,,,,
0001,千房直営,000004,第4エリア,103   ,ぷれじでんとシェラトン都ホテル大阪店,2026/04/19,日,日祝,,曇,24.0,17.0,計,489496,800000,0.6119,0.6119,689207,0.7102,62,22,7895.1,1.44,105,0.5905,91,0.6813,0,,0.0000,0.0000,0,142974,0.2921,0.2921,0.2921,0.2921,6233,4712.0,,0.0000,
0001,千房直営,000004,第4エリア,109   ,ぷれじでんとオー・エム・ホテル日航ビル店,2026/04/19,日,日祝,,曇,25.0,17.0,計,329555,500000,0.6591,0.6591,625701,0.5267,54,22,6102.9,1.93,56,0.9643,57,0.9474,0,12952,0.0393,0.0393,0,93202,0.2828,0.2828,0.3221,0.3221,3881,5094.9,,0.0000,
0001,千房直営,000004,第4エリア,111   ,ぷれじでんと大丸心斎橋店,2026/04/19,日,日祝,,曇,25.0,17.0,計,769503,700000,1.0993,1.0993,738806,1.0415,112,35,6870.6,3.29,97,1.1546,95,1.1789,0,13640,0.0177,0.0177,0,150316,0.1953,0.1953,0.2131,0.2131,6356,7264.0,,0.0000,
0001,千房直営,000004,第4エリア,112   ,琥 虎ノ門,2026/04/19,日,日祝,,晴,24.0,15.0,計,42400,250000,0.1696,0.1696,68630,0.6178,4,2,10600.0,0.29,15,0.2667,7,0.5714,0,1979,0.0467,0.0467,0,34540,0.8146,0.8146,0.8613,0.8613,1532,1660.6,,0.0000,
0001,千房直営,000004,第4エリア,113   ,ぷれじでんとRetreat,2026/04/19,日,日祝,,曇,25.0,16.0,計,,0,,,,,,,,0,0,,,,0,,,,0,0,,,,,0,,,,
0001,千房直営,000001,第1エリア,301   ,道頓堀ビル店,2026/04/19,日,日祝,,曇,25.0,17.0,計,1998830,2200000,0.9086,0.9086,2161607,0.9247,904,305,2211.1,4.89,0,,925,0.9773,0,,0.0000,0.0000,0,344706,0.1725,0.1725,0.1725,0.1725,15447,7764.0,,0.0000,
0001,千房直営,600000,本社,333   ,検証,2026/04/19,日,日祝,,曇,25.0,17.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0001,千房直営,600000,本社,350   ,直営統括共通,2026/04/19,日,日祝,,曇,25.0,17.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0001,千房直営,600000,本社,352   ,商品企画,2026/04/19,日,日祝,,曇,25.0,17.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0001,千房直営,000001,第1エリア,702   ,Chibo`s Kitchen ららぽーと甲子園店,2026/04/19,日,日祝,,曇,23.0,16.0,計,272764,300000,0.9092,0.9092,270358,1.0089,241,241,1131.8,,0,,229,1.0524,0,,0.0000,0.0000,0,64152,0.2352,0.2352,0.2352,0.2352,2864,5714.3,,0.0000,
0001,千房直営,040000,ODEN事業部,704   ,すみ吉 心斎橋,2026/04/19,日,日祝,,曇,25.0,17.0,計,38975,140000,0.2784,0.2784,162412,0.2400,9,6,4330.6,0.53,0,,19,0.4737,0,,0.0000,0.0000,0,52309,1.3421,1.3421,1.3421,1.3421,2006,1165.8,,0.0000,
0001,千房直営,030000,キッチンカー,800   ,キッチンカー,2026/04/19,日,日祝,,曇,25.0,17.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0002,千房FC,500002,FC第2エリア,515   ,大和郡山店,2026/04/19,日,日祝,,曇,25.0,14.0,計,,80000,0.0000,0.0000,,,,,,0,0,,,,0,,,,,0,,,,,0,,,,
0002,千房FC,500003,FC第3エリア,516   ,阪急服部店,2026/04/19,日,日祝,,曇,25.0,16.0,計,149695,140000,1.0693,1.0693,136945,1.0931,69,35,2169.5,1.60,89,0.7753,78,0.8846,0,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500003,FC第3エリア,522   ,金剛店,2026/04/19,日,日祝,,曇,24.0,15.0,計,219458,160000,1.3716,1.3716,215781,1.0170,103,40,2130.7,2.34,90,1.1444,106,0.9717,3680,,0.0000,0.0000,,42524,0.1938,0.1938,0.1938,0.1938,2013,6541.2,,0.0000,
0002,千房FC,500004,FC第4エリア,526   ,高知野市店,2026/04/19,日,日祝,,雨,21.0,15.0,計,33847,34000,0.9955,0.9955,35251,0.9602,18,10,1880.4,0.78,20,0.9000,21,0.8571,9912,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,527   ,岡山大安寺店,2026/04/19,日,日祝,,,,,計,176633,210000,0.8411,0.8411,167404,1.0551,127,58,1390.8,1.32,168,0.7560,139,0.9137,31080,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,529   ,高知南国店,2026/04/19,日,日祝,,雨,22.0,16.0,計,131138,120000,1.0928,1.0928,101122,1.2968,96,47,1366.0,2.18,96,1.0000,79,1.2152,24126,3790,0.0289,0.0289,,0,0.0000,0.0000,0.0289,0.0289,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,531   ,高松レインボー店,2026/04/19,日,日祝,,雨,20.0,16.0,計,251021,200000,1.2551,1.2551,192782,1.3021,155,67,1619.5,2.42,101,1.5347,135,1.1481,0,13907,0.0554,0.0554,0,72781,0.2899,0.2899,0.3453,0.3453,3687,4085.0,,0.0000,
0002,千房FC,500002,FC第2エリア,534   ,札幌アスティ４５店,2026/04/19,日,日祝,,晴,14.0,9.0,計,148283,200000,0.7414,0.7414,137425,1.0790,80,38,1853.5,1.67,120,0.6667,79,1.0127,42400,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500001,FC第1エリア,535   ,丸太町七本松店,2026/04/19,日,日祝,,曇,24.0,15.0,計,27850,45000,0.6189,0.6189,66162,0.4209,19,10,1465.8,0.73,27,0.7037,30,0.6333,18180,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500001,FC第1エリア,537   ,橋本高野口店,2026/04/19,日,日祝,,曇,24.0,14.0,計,245795,200000,1.2290,1.2290,258388,0.9513,157,58,1565.6,1.71,137,1.1460,149,1.0537,40094,5126,0.0209,0.0209,,0,0.0000,0.0000,0.0209,0.0209,0,,,0.0000,
0002,千房FC,500002,FC第2エリア,541   ,仙台一番町店,2026/04/19,日,日祝,,晴,22.0,11.0,計,128722,150000,0.8581,0.8581,67662,1.9024,61,24,2110.2,1.13,74,0.8243,37,1.6486,50550,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,542   ,広島パセーラ店,2026/04/19,日,日祝,,曇,21.0,17.0,計,284158,140000,2.0297,2.0297,128008,2.2198,167,87,1701.5,2.98,94,1.7766,86,1.9419,80400,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500002,FC第2エリア,544   ,静岡パルシェ店,2026/04/19,日,日祝,,晴,22.0,14.0,計,228254,194697,1.1724,1.1724,187454,1.2177,102,53,2237.8,2.55,97,1.0515,105,0.9714,36480,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500001,FC第1エリア,546   ,江坂店,2026/04/19,日,日祝,,曇,25.0,16.0,計,86237,140000,0.6160,0.6160,146319,0.5894,42,18,2053.3,1.24,70,0.6000,63,0.6667,25189,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500002,FC第2エリア,554   ,ザ・モール仙台長町店,2026/04/19,日,日祝,,晴,21.0,11.0,計,121765,160000,0.7610,0.7610,174113,0.6993,81,38,1503.3,1.62,94,0.8617,128,0.6328,0,22297,0.1831,0.1831,,0,0.0000,0.0000,0.1831,0.1831,0,,,0.0000,
0002,千房FC,500003,FC第3エリア,558   ,ADVANCE 広尾店,2026/04/19,日,日祝,,晴,24.0,15.0,計,367948,300000,1.2265,1.2265,244227,1.5066,31,11,11869.3,1.48,11,2.8182,15,2.0667,0,,0.0000,0.0000,,47885,0.1301,0.1301,0.1301,0.1301,1893,11662.4,,0.0000,
0002,千房FC,500004,FC第4エリア,560   ,イオンモール白山店,2026/04/19,日,日祝,,晴,21.0,13.0,計,196075,200000,0.9804,0.9804,233614,0.8393,140,60,1400.5,2.80,140,1.0000,174,0.8046,0,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500001,FC第1エリア,561   ,京都祇園店,2026/04/19,日,日祝,,曇,24.0,14.0,計,162613,200000,0.8131,0.8131,218993,0.7425,71,27,2290.3,1.73,80,0.8875,96,0.7396,0,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,562   ,せんちゅうパル店,2026/04/19,日,日祝,,曇,25.0,16.0,計,232469,300000,0.7749,0.7749,296050,0.7852,131,60,1774.6,4.85,196,0.6684,191,0.6859,0,,0.0000,0.0000,0,93693,0.4030,0.4030,0.4030,0.4030,3912,3565.5,,0.0000,
0002,千房FC,500003,FC第3エリア,563   ,北新地,2026/04/19,日,日祝,休,曇,25.0,16.0,計,,0,,,,,,,,,0,,,,0,,,,,0,,,,,0,,,,
1004,千房フロンティア,300000,IZAKAYA事業部,703   ,いやさか 福島本店,2026/04/19,日,日祝,,曇,25.0,17.0,計,,0,,,,,,,,0,0,,,,0,,,,0,0,,,,,0,,,,
1004,千房フロンティア,300000,IZAKAYA事業部,705   ,ときわ福島,2026/04/19,日,日祝,,曇,25.0,17.0,計,,0,,,,,,,,0,0,,,,0,,,,0,0,,,,,0,,,,
1004,千房フロンティア,300000,IZAKAYA事業部,706   ,いやさか別邸(旧 大阪吉野工房),2026/04/19,日,日祝,,曇,25.0,17.0,計,,0,,,,,,,,,0,,,,0,,,,0,0,,,,,0,,,,
